,Time,AX,AY,AZ,GX,GY,GZ
409,9337,34,984,-41,-97,-357,-307
410,9343,40,985,-42,-98,-366,-309
411,9349,45,987,-35,-94,-355,-307
412,9356,39,983,-32,-97,-357,-313
413,9362,51,978,-30,-94,-358,-310
414,9368,32,969,-49,-91,-358,-310
415,9374,50,980,-23,-83,-354,-318
416,9381,31,975,2,-100,-357,-313
417,9387,36,971,2,-91,-357,-316
418,9393,48,979,3,-88,-360,-324
419,9399,44,985,-3,-89,-367,-319
420,9406,63,990,2,-89,-366,-321
421,9412,75,987,-2,-86,-355,-324
422,9418,74,989,5,-83,-366,-321
423,9424,73,985,6,-88,-378,-324
424,9431,87,985,5,-77,-382,-325
425,9437,85,980,13,-88,-379,-325
426,9443,85,985,13,-74,-381,-327
427,9449,110,984,3,-76,-382,-330
428,9456,89,983,-8,-77,-376,-318
429,9462,81,982,-9,-82,-376,-313
430,9468,87,986,-10,-83,-376,-316
431,9474,98,981,-8,-82,-378,-324
432,9481,98,983,-25,-77,-375,-316
433,9487,94,968,-16,-76,-379,-316
434,9493,95,985,-21,-82,-384,-315
435,9499,95,988,-56,-77,-387,-312
436,9506,93,973,-75,-94,-372,-312
437,9512,57,968,-53,-77,-370,-307
438,9518,101,991,-19,-83,-370,-303
439,9524,96,990,-25,-83,-375,-309
440,9531,76,981,-24,-97,-370,-310
441,9537,76,983,-20,-88,-372,-312
442,9543,63,984,-15,-88,-373,-318
443,9549,61,983,-10,-82,-370,-313
444,9556,60,988,-22,-91,-364,-315
445,9562,52,985,-12,-83,-363,-316
446,9568,44,992,-19,-89,-366,-318
447,9574,54,985,-2,-88,-379,-316
448,9581,47,979,1,-86,-370,-324
449,9587,58,987,7,-92,-373,-310
450,9593,63,988,5,-82,-369,-316
451,9599,60,985,6,-86,-367,-313
452,9606,54,986,1,-85,-366,-318
453,9612,61,984,8,-83,-373,-306
454,9618,69,988,5,-89,-378,-301
455,9624,62,986,1,-92,-376,-310
456,9631,64,983,0,-88,-376,-309
457,9637,65,985,0,-85,-375,-304
458,9643,61,981,0,-91,-370,-312
459,9649,70,985,-8,-89,-370,-300
460,9656,66,985,-16,-94,-366,-306
461,9662,71,986,-23,-89,-373,-303
462,9668,68,986,-26,-92,-378,-300
